23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,0.0650471423197275,,,,,,,,0.5237524039596831,0.114976277332219,,,,0.2962241763883703,,,,,,,,,,,,,,
,,,,,,,,,,0.6894304829931283,,,,0.2905897674192589,,,,,,,,,,,,,,0.0199797495876127
,,,,,,,,,,0.3433821579311135,,,,0.6566178420688865,,,,,,,,,,,,,,
,,,,,,,,,,0.1534965369933415,,,,0.8465034630066584,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9226207296902156,,,,,,,,,,,,,,0.0773792703097845
,,,,,,,,,0.8160949162311353,0.1839050837688646,,,,,,,,,,,,,,,,,,
,0.0977641941712343,,,,,,,,0.4363194927497131,0.2076359371807732,,,,0.2582803758982793,,,,,,,,,,,,,,
,,,,,,,,,,0.3986250658285417,,,,0.6013749341714583,,,,,,,,,,,,,,
,,,,,,,,,,0.1793848043721843,,,,0.8206151956278157,,,,,,,,,,,,,,
,,,,,,,,,,0.3506541125609972,,,,0.6493458874390028,,,,,,,,,,,,,,
,0.162352313010704,,,,,,,,0.3414129582324545,0.2936095302935017,,,,0.2026251984633396,,,,,,,,,,,,,,
,0.099441335404238,,,,,,,,0.342374422094322,0.1019244752177914,,,,0.4562597672836484,,,,,,,,,,,,,,
,,,,,,,,,0.4050985110711551,0.1126333113672019,,,,0.473584840982143,,,,,,,,,,,,,,0.0086833365794999
,0.1992871637964533,,,,,,,,0.4401286402248117,0.1922849260197362,,,,0.1682992699589988,,,,,,,,,,,,,,
,0.2722877352239179,,,,,,,,,0.3544736980051826,,,,0.3525662312017525,,,,,,,,,,,,,,0.0206723355691468
,,,,,,,,,,0.0483025678944121,,,,0.923449615019288,,,,,,,,,,,,,,0.0282478170863
,,,,,,,,,,0.0217609140541646,,,,0.9782390859458354,,,,,,,,,,,,,,
,0.0767506499771734,,,,,,,,0.3868275435040794,0.2307550265441759,,,,0.3035351953207205,,,,,,,,,,,,,,0.0021315846538508
,0.1110841581452601,,,,,,,,0.4750573622924471,0.3136613245202726,,,,0.1001971550420201,,,,,,,,,,,,,,
,,,,,,,,,,0.0858442207728579,,,,0.914155779227142,,,,,,,,,,,,,,
,,,,,,,0.0013216796088508,0.175978116434604,0.6662397925188978,0.0025962452119664,0.000611308900221,0.0057747391244072,,,,,,,0.0185629140900489,,,,,,,0.1284536027728076,,0.0004616013381959
,,,,,,,,,,0.1750592242425404,,,,0.8249407757574596,,,,,,,,,,,,,,
,,0.6403469003452482,,,,,,,,0.3596530996547518,,,,,,,,,,,,,,,,,,
,0.0811999394473509,,,,,,,0.0108048991415237,0.2727306522073651,0.1670478478437306,,,,0.4682166613600295,,,,,,,,,,,,,,
,0.0173622510996637,,,,,,,,0.461228771714107,0.0538393555200719,,,0.00510217126241,0.4577997701031186,,,,,,,,,,,,,,0.0046676803006284
,,,,,,,,,,0.2329466450817297,,,,0.7670533549182702,,,,,,,,,,,,,,
,,,,,,,,,,0.6940039138789678,,,,0.3059960861210322,,,,,,,,,,,,,,
,,,,,,,,,,0.3539912814188312,,,,0.6460087185811688,,,,,,,,,,,,,,
,,,,,,,,,,0.4641248135945666,,,,0.5358751864054334,,,,,,,,,,,,,,
,,,,,,,,,0.6063972236226494,0.0743683359331726,,,,0.319234440444178,,,,,,,,,,,,,,
